fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,18,MAHARASHTRA,1812,SANGLI,259099,305.817915506198,27,54,784.93918495,2445,40,12576,485077,16428,7778,1154,251,6.37906,2274.77061495,17856,28207,52390,114038,121,335047,591133,15021,1483.45237,199822,93,35.35,32.67,100.3,NA
2025-2026,July,18,MAHARASHTRA,1818,BEED,4189076,370.951016236433,35,604,14326.766668662,6628,51,100086,5687456,94283,17470,13137,2106,0,35424.442498662,159843,283789,307334,733246,9077,859391,1649110,106714,21097.67583,2480240,84,63.8,62.12,115,NA
2025-2026,July,18,MAHARASHTRA,1827,NAGPUR,1036708,330.704027305957,29,225,2468.203259735,4900,31,18855,914013,101071,33069,110311,32529,20.34833,5511.229390835,31170,45624,104311,238749,625,314457,592006,23755,3022.6778011,410169,85,42.14,42.95,100.58,NA
2025-2026,July,18,MAHARASHTRA,1832,WASHIM,1562516,296.965315613473,31,944,2879.570170705,4575,7,32769,2089708,131135,24254,56365,9542,13.37547,9098.653598305,65597,108299,114523,263235,981,324590,632623,37344,6205.7079576,936497,95,74.23,76.54,100.15,NA
2025-2026,July,18,MAHARASHTRA,1834,HINGOLI,1246612,332.73730565596,36,119,716.56397,3079,8,27895,1794125,205318,46252,259926,45025,2.08609,6688.3732451,49719,84743,102422,260582,2102,296577,652492,30974,5969.7231851,769863,92,78.33,70.58,101.45,NA
2025-2026,July,18,MAHARASHTRA,1835,PALGHAR,1791116,319.098673449685,27,886,8392.02527058301,12046,23,50961,2416525,7282,2054,2224459,380991,119.09645,16222.220939163,86346,158330,148827,426540,1706,353127,805667,63007,7711.09921858,1301834,91,12.09,20.85,101.74,NA
2025-2026,July,18,MAHARASHTRA,1805,SINDHUDURG,190467,331.530176413054,21,110,160.5877433,1010,14,15305,283199,5417,2839,721,246,10.06378,1109.5416676,12989,20553,34146,78034,51,134836,251562,16315,938.890144300004,121366,95,46.04,42.71,100.23,NA
2025-2026,July,18,MAHARASHTRA,1808,JALGAON,993764,313.897369818595,30,320,3829.587509388,10449,21,49785,2618884,121119,31704,207367,43683,23.84578,12074.041283988,84513,138550,165959,407384,2338,749270,1396251,60234,8220.60799460002,1131649,95,40.91,39.88,107.62,NA
2025-2026,July,18,MAHARASHTRA,1810,PUNE,217658,346.157311488167,23,60,103.13548,2717,296,18958,380374,12025,9454,36292,22874,2.93,1422.757892,16296,27708,58583,155748,72,426164,912136,21675,1316.692412,170119,96,42.43,37.69,101.54,NA
2025-2026,July,18,MAHARASHTRA,1814,KOLHAPUR,255467,312.926580284655,30,91,1399.043461005,1645,165,13313,744831,38350,19092,965,388,7.39742,3737.215058205,24816,42839,60260,148766,580,397479,724514,14958,2330.7741772,349489,95,54.7,50.09,112.86,NA
2025-2026,July,18,MAHARASHTRA,1821,LATUR,2785423,345.870260122551,35,221,3912.419889476,4549,11,36518,2347432,172137,55117,21192,4590,0.99,12032.479054076,65460,109994,145921,359826,3569,446886,917650,41067,8119.0691646,1012988,89,71.58,65.22,100.54,NA
2025-2026,July,18,MAHARASHTRA,1822,BULDHANA,825524,314.574272857416,21,169,1533.989578621,5637,28,37054,1276916,81073,35174,24734,8051,8.3607,5559.199500621,60560,92738,142285,344370,214,544073,1114117,42691,4016.849222,510717,96,49.52,48.03,100,NA
2025-2026,July,18,MAHARASHTRA,1829,CHANDRAPUR,3056052,297.834260222602,33,607,2892.061117315,11231,12,30027,2782364,257504,61109,602490,107017,106.3061,11285.200453415,83883,145412,174654,498306,2157,409066,961973,41258,8286.8332361,1473952,85,29.57,41.38,101.43,NA
2025-2026,July,18,MAHARASHTRA,1832,WASHIM,1562516,296.998261255326,31,953,2908.458561105,4647,6,33146,2118908,133217,24280,57091,9570,13.37547,9214.953948705,66298,109480,114720,263674,997,324978,633218,37793,6293.1199176,949573,95,73.53,75.85,100.16,NA
2025-2026,July,18,MAHARASHTRA,1807,DHULE,1122762,316.061692196867,29,461,422.81601147,4902,35,37134,1681081,57023,18216,329686,91985,10.2822,5746.35126727001,57286,98196,119910,331359,1987,613302,1182926,42036,5313.25305580001,741359,95,59.13,58.57,105.87,NA
2025-2026,July,18,MAHARASHTRA,1821,LATUR,2785423,344.756303883824,35,215,3811.583680676,4346,12,35885,2310712,167653,55048,20782,4576,0.99,11778.898965276,64679,108587,145673,359270,3509,446405,916945,40231,7966.3252846,997233,89,72.31,66.16,100.54,NA
2025-2026,July,18,MAHARASHTRA,1822,BULDHANA,825524,315.599984930706,20,166,819.563709775,5441,33,36739,1234298,78039,35121,24205,8045,8.3607,4723.368711775,59225,90707,141994,343655,200,540770,1108533,42180,3895.444302,493801,96,50.78,49.28,100,NA
2025-2026,July,18,MAHARASHTRA,1824,AMRAVATI,3923971,330.331138728726,46,1064,8468.559621375,15065,5,46329,4070671,354551,53600,1426712,140238,9.77427,21925.027759575,86885,166007,198715,557982,8552,527340,1150211,61394,13446.6938682,1801487,83,31.37,47.14,102.89,NA
2025-2026,July,18,MAHARASHTRA,1829,CHANDRAPUR,3056052,296.847654736585,32,605,1763.802271654,10805,12,29988,2735019,253203,61108,592768,106959,99.861,9982.503029754,83090,144049,174529,498076,2057,408904,961747,40793,8118.8397581,1453448,85,29.59,41.76,101.4,NA
2025-2026,July,18,MAHARASHTRA,1830,GADCHIROLI,1965682,325.24636275285,29,861,2937.684477424,15644,3,17180,2129720,170026,39910,786597,171059,41.45283,9905.974144244,72109,133671,139077,401560,1265,255584,636460,32824,6926.83683682,1034928,87,26.89,32.04,100.98,NA
2025-2026,July,18,MAHARASHTRA,1806,NASHIK,1273285,304.707764359724,32,842,3604.097356583,19103,36,62768,2926240,37908,12069,1472810,250249,6.7915,12527.369340383,91239,159744,214990,601539,1442,952530,1881019,81871,8916.4804838,1285717,92,26,22.82,104.94,NA
2025-2026,July,18,MAHARASHTRA,1807,DHULE,1122762,310.846905028223,29,479,1954.975031604,5165,34,38841,1770168,59804,18311,354780,93580,10.2822,7467.769673404,59865,102616,121499,335076,2094,615948,1187016,44006,5502.5124418,781685,95,57.66,57.1,105.75,NA
2025-2026,July,18,MAHARASHTRA,1809,AHMEDNAGAR,876768,360.986479505168,35,241,5942.134974708,4815,18,45949,2367670,97041,31183,97397,30335,33.59606,14522.699614008,67009,120264,162689,475076,3263,839517,2056647,50764,8546.9685793,1038624,94,50.69,47.33,107.09,NA
2025-2026,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6914599,370.660822423181,36,1007,14404.567799282,3807,14,85842,3476884,90683,28271,52706,13686,79.50852,27371.523148382,94787,174417,253377,673260,5564,743184,1567859,89649,12887.4468291,1554827,95,66.09,60.95,112.86,NA
2025-2026,July,18,MAHARASHTRA,1819,NANDED,2673766,325.843186575995,31,284,7139.813601029,5118,67,54083,2925714,280554,81291,188551,42779,12.93559,16685.988918729,91936,154951,204246,531127,3097,819700,1723409,59201,9533.23972770002,1316304,88,66.91,64.63,104.84,NA
2025-2026,July,18,MAHARASHTRA,1829,CHANDRAPUR,3056052,297.899590244345,33,616,3046.954390913,11691,11,30056,2846062,263486,61104,617320,107088,106.3061,11631.667527013,85013,147393,174852,498705,2286,409381,962429,41747,8478.4070361,1501376,85,29.77,41.31,101.48,NA
2025-2026,July,18,MAHARASHTRA,1834,HINGOLI,1246612,334.589469846014,36,120,2090.225187182,3350,3,28574,1838994,212135,46416,267040,45137,2.08609,8245.391552282,51073,86987,102703,261266,2148,297313,653865,31924,6153.0802751,788306,93,76.92,68.3,101.45,NA
2025-2026,Aug,18,MAHARASHTRA,1804,RATNAGIRI,256769,332.165914102572,19,145,604.351139432,4865,48,17441,331046,8645,6667,2546,1228,11.92345,1715.896561432,17369,25305,55143,125842,58,263323,488162,22306,1099.621972,155784,98,46.33,39.72,103,NA
2025-2026,Aug,18,MAHARASHTRA,1812,SANGLI,322092,308.269770791737,28,61,1167.60682295,2840,38,13100,530391,18205,7811,1240,253,6.37906,2809.02100295,18832,29746,52810,114982,161,336122,593039,15940,1635.03512,217821,93,36.38,33.78,100.42,NA
2025-2026,Aug,18,MAHARASHTRA,1813,SOLAPUR,770776,291.994831612215,26,213,2002.54587956,2006,84,31113,1190021,45752,16270,13515,2843,6.26847,5483.61416466,44557,76902,106833,243923,975,637586,1122178,33119,3474.7998151,498689,98,61.19,60.81,106.34,NA
2025-2026,Aug,18,MAHARASHTRA,1817,PARBHANI,2346533,374.299525271717,34,353,3692.420940916,1918,32,46396,2817359,90699,21354,17111,2979,8.5249,14246.307203116,82353,135057,162313,358182,3914,478511,888624,48314,10545.3613622,1182640,93,67.27,62.84,104.25,NA
2025-2026,Aug,18,MAHARASHTRA,1818,BEED,5194114,363.36639611396,35,624,18934.981631927,8323,49,100723,5952383,100231,17582,13881,2126,0,40563.941221927,165408,292858,308535,735653,9711,874582,1666914,109046,21628.95959,2594800,84,62.88,60.73,115.38,NA
2025-2026,Aug,18,MAHARASHTRA,1831,NANDURBAR,1037660,309.914928905693,25,134,3174.422546381,7106,6,53295,1835801,33802,11097,1534272,316885,7.68265,8871.526560381,72046,111127,164024,390252,453,703008,1301411,60401,5689.421364,825302,93,20.6,20.65,105.28,NA
2025-2026,July,18,MAHARASHTRA,1804,RATNAGIRI,227997,334.061979086696,18,138,349.787110607,4003,59,17989,319127,8346,6661,2291,1225,11.92345,1427.792532607,17015,24825,55001,125502,54,263055,487699,21992,1066.081972,150310,98,47.39,40.63,103.05,NA
2025-2026,July,18,MAHARASHTRA,1816,JALNA,2609928,397.653711190965,21,325,8317.803782447,4414,33,61377,1730396,63547,21697,9900,3410,167.81546,15366.603154747,80949,143667,188538,489814,834,604679,1261719,65791,6880.9839123,762467,89,51.09,49.69,100.85,NA
2025-2026,July,18,MAHARASHTRA,1819,NANDED,2673766,326.334806515778,31,281,7010.228182629,4921,68,53745,2907834,278288,81228,187313,42725,12.93559,16512.438230329,91530,154290,204115,530841,3073,818244,1721313,58666,9489.27445770001,1308374,88,67.15,64.96,104.81,NA
2025-2026,July,18,MAHARASHTRA,1825,YAVATMAL,3107742,319.171261378216,32,719,7967.047331367,21855,12,55310,4270551,194478,42012,488352,84748,26.5314,21623.950225867,132438,202015,261392,584931,2901,733108,1483583,77165,13630.3714945,1886435,96,48.12,63.66,100.18,NA
2025-2026,July,18,MAHARASHTRA,1826,WARDHA,835473,354.540057624176,37,274,3094.6520389,4384,4,13973,988474,64115,16199,73645,15912,22.30674,6621.4950681,26512,44751,63791,157514,1157,245899,451105,18357,3504.5362892,418222,91,57.85,57.5,102.61,NA
2025-2026,July,18,MAHARASHTRA,1828,BHANDARA,3587949,219.668556386637,32,4408,3584.568586317,8402,9,17573,3544377,392141,58315,252278,32344,40.71419,11411.164565117,107466,175970,186142,446585,4009,315145,670982,25975,7785.8817888,2152860,82,20.76,35.52,101.54,NA
2025-2026,July,18,MAHARASHTRA,1829,CHANDRAPUR,3056052,297.501815804622,33,614,2889.335425097,11375,12,30161,2807356,260046,61109,608168,107041,106.3061,11347.576601197,84270,146116,174729,498448,2207,409210,962200,41536,8351.9350761,1485196,85,29.72,41.4,101.48,NA
2025-2026,July,18,MAHARASHTRA,1835,PALGHAR,1791116,317.426338191101,28,887,8393.39248058301,12939,22,50810,2480769,7414,2055,2282637,381988,119.09645,16387.103126263,87615,160567,149340,427738,1812,353485,806376,63749,7874.61419568,1334453,91,11.9,20.31,101.83,NA
2025-2026,Aug,18,MAHARASHTRA,1806,NASHIK,1393609,305.347149206499,32,859,3621.158416583,19114,36,63907,2973530,38494,12094,1497985,250717,6.7915,12707.539002383,92243,161448,215414,602727,1488,953958,1883344,83021,9079.5890858,1305448,92,25.83,22.59,104.91,NA
2025-2026,Aug,18,MAHARASHTRA,1816,JALNA,2860670,391.778828733915,21,344,9148.619564866,5500,31,61306,1819578,67860,21735,10583,3422,167.81546,16445.156401166,83235,148026,188953,490727,913,611393,1270082,66806,7128.7213763,800789,89,49.21,47.85,100.84,NA
2025-2026,Aug,18,MAHARASHTRA,1820,Dharashiv,1478284,331.982996353977,29,184,3703.890007041,1558,41,24833,1173059,54182,21572,4274,1207,0,7598.246424241,39614,66029,84708,214748,951,370376,781626,26391,3894.3564172,500962,84,51.6,51.07,100.79,NA
2025-2026,Aug,18,MAHARASHTRA,1821,LATUR,2962586,355.330901958733,35,225,4189.119130776,6331,10,35469,2409312,180610,55261,22088,4599,0.99,12751.139191376,67114,112772,146370,360909,3686,448408,919803,41800,8561.0300606,1039265,89,70.05,63.38,103.57,NA
2025-2026,Aug,18,MAHARASHTRA,1824,AMRAVATI,4262006,332.68684253246,47,1081,9344.625053935,16289,5,46315,4278812,376426,53698,1471357,140433,9.77427,23589.443864635,89501,170698,199315,559371,9280,529602,1153399,62604,14235.0445407,1883917,83,31.55,46.33,104.35,NA
2025-2026,Aug,18,MAHARASHTRA,1825,YAVATMAL,3277054,319.656259302804,32,742,8065.374657983,22677,12,55848,4380400,201308,42083,502438,84952,26.5314,22094.128840483,135164,206179,262117,586572,3005,734136,1485315,78525,14002.2227825,1933791,96,47.56,62.58,100.18,NA
2025-2026,Aug,18,MAHARASHTRA,1833,GONDIA,4280144,257.101592730094,31,296,4899.08871161599,9841,14,39358,4728039,351906,52424,738206,91416,8.4259,17063.378185516,149422,236557,239127,615229,2860,401851,915570,49199,12155.8635739,3072461,82,24.33,42.16,102.38,NA
2025-2026,Aug,18,MAHARASHTRA,1835,PALGHAR,1861541,319.457032392581,28,894,8403.36606058301,13624,22,50576,2546756,7661,2060,2342134,383285,119.09645,16658.253650463,89048,162985,149970,429211,1895,354125,807470,64200,8135.79113988,1368730,91,11.98,20.15,101.99,NA
2025-2026,Aug,18,MAHARASHTRA,1805,SINDHUDURG,204908,329.232475046066,21,113,362.920885616,1195,13,15250,291437,5567,2847,751,248,10.06378,1332.489913916,13271,20982,34268,78272,54,134990,251809,16445,959.505248300004,124827,95,46.25,42.44,100.22,NA
2025-2026,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,1062062,360.88642264664,35,243,5964.99917219199,5528,18,45405,2377059,97504,31193,98613,30350,33.59606,14577.078421492,67205,120588,162756,475285,3278,840377,2058243,50933,8578.4831893,1042505,95,50.15,46.76,107.07,NA
2025-2026,Aug,18,MAHARASHTRA,1822,BULDHANA,923299,314.190728058558,21,171,1904.183103949,6029,19,37326,1323671,85528,35282,26258,8120,8.3607,6071.395355949,62124,95029,142660,345292,233,554784,1131110,43355,4158.851552,528480,96,48.06,46.54,100,NA
2025-2026,Aug,18,MAHARASHTRA,1830,GADCHIROLI,2032613,323.599101483495,29,876,5686.434828946,17516,3,15848,2192189,177024,40009,809771,171259,41.45283,12821.791565766,73382,135940,139326,402176,1347,255758,636789,33364,7093.90390682,1061059,87,26.79,31.79,100.99,NA
2025-2026,Aug,18,MAHARASHTRA,1835,PALGHAR,1861541,320.042063931809,28,890,8403.36606058301,13426,22,50769,2528663,7636,2059,2326040,383005,119.09645,16615.247765663,88680,162415,149799,428861,1860,354033,807282,64195,8092.78525508,1359439,91,11.88,20.15,101.96,NA
2025-2026,Aug,18,MAHARASHTRA,1807,DHULE,1226870,306.783920736557,29,490,2119.606975904,5907,33,40181,1883794,63212,18419,381317,95057,10.3022,7909.08626770401,63216,108226,123453,339516,2232,617028,1189143,46088,5779.17709180001,832699,95,55.14,54.61,105.74,NA
2025-2026,Aug,18,MAHARASHTRA,1816,JALNA,2860670,387.04679681795,22,365,9129.284662266,6131,25,62476,1921277,72478,21846,11079,3437,167.81546,16733.341208766,85996,153280,189765,492615,1024,612609,1271828,68607,7436.24108650001,844667,89,48.41,46.85,100.83,NA
2025-2026,Aug,18,MAHARASHTRA,1802,THANE,235327,273.111148688517,33,121,373.518364853,3122,22,16155,669433,16192,4301,288771,49961,11.63697,2213.451490853,20067,36123,39686,128925,610,168939,383401,19277,1828.296156,335022,97,17.82,18.22,101.71,NA
2025-2026,Aug,18,MAHARASHTRA,1805,SINDHUDURG,204908,309.869391795941,22,129,409.986124816,1966,11,14966,332372,6318,2862,846,259,18.39829,1458.30350971601,14613,23102,34970,79813,81,135257,252212,16932,1029.91909490001,141871,95,46.99,41.56,100.21,NA
2025-2026,Aug,18,MAHARASHTRA,1811,SATARA,466003,310.832148942948,21,264,1133.994598733,4055,90,21930,828626,27210,10921,3685,1052,53.14317,3762.773771233,37809,59003,82291,186105,318,436901,835141,25985,2575.6360025,393525,94,17.27,19.67,103.57,NA
2025-2026,Aug,18,MAHARASHTRA,1812,SANGLI,322092,280.582201721647,29,71,1655.610029625,3179,30,14113,630443,22200,7925,1482,268,6.53132,3431.052199625,21461,33906,54301,118284,263,336941,595034,17292,1768.91085,257844,94,36.65,34.28,101.08,NA
2025-2026,Aug,18,MAHARASHTRA,1813,SOLAPUR,770776,281.841982934608,27,249,2325.183023265,3010,63,32468,1406355,55401,16762,15809,2930,6.59747,6295.479312365,50743,87859,110630,252874,1296,640606,1129037,35478,3963.6988191,589342,98,57.68,57.14,109.18,NA
2025-2026,Aug,18,MAHARASHTRA,1816,JALNA,2860670,356.56205435495,23,417,9352.554387731,8145,25,64172,2155903,81910,22031,13006,3500,168.24546,17207.931874431,91951,164535,191608,496722,1265,614347,1274609,72317,7687.1320267,946608,89,46.17,44.5,100.94,NA
2025-2026,Aug,18,MAHARASHTRA,1823,AKOLA,913705,307.692280793885,31,2562,1750.167001752,10484,5,34996,1938518,211514,39246,71044,12183,49.25024,7764.087489552,61788,97552,107658,245968,2305,364034,673866,45480,5964.6702478,791050,95,45.26,46.24,102.05,NA
2025-2026,Aug,18,MAHARASHTRA,1826,WARDHA,895812,340.876948188049,38,300,3252.52512856,5204,4,14047,1083032,70433,16289,82397,16119,22.30674,6966.63829806,28217,47837,64590,159453,1421,246542,452436,19251,3691.8064295,457315,91,55.65,55.22,102.76,NA
2025-2026,Aug,18,MAHARASHTRA,1828,BHANDARA,3672919,217.190439904637,33,4490,4427.59269818099,10745,9,16258,3707940,409256,58428,263349,32393,42.6958,12523.579695581,110435,181242,186606,447361,4255,315723,671702,27003,8053.2911974,2237611,83,20.34,33.34,101.58,NA
2025-2026,Aug,18,MAHARASHTRA,1830,GADCHIROLI,2032613,316.191844825863,30,900,5730.471391678,19542,2,15240,2310501,189222,40134,861103,171834,41.45283,13077.539958298,75663,139917,139825,403375,1540,256016,637125,34782,7305.61573662,1111777,88,26.1,30.73,101.41,NA
2025-2026,Aug,18,MAHARASHTRA,1802,THANE,235327,281.715374267898,32,117,369.706327353,3046,23,16106,648987,15713,4282,279383,49668,11.63697,2209.639453353,19758,35573,39442,128189,593,168888,383153,19152,1828.296156,324932,97,18.25,18.66,101.71,NA
2025-2026,Aug,18,MAHARASHTRA,1807,DHULE,1226870,295.49646118686,30,503,2120.988975904,5960,33,41113,1994827,66377,18536,409016,96519,10.3222,8025.95436770401,66306,113594,125266,343808,2375,617689,1190560,47073,5894.64319180001,883212,95,53.82,53.24,105.67,NA
2025-2026,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,7304003,359.075309148411,37,1053,15032.136066185,8048,12,83277,3747569,101449,28506,59920,13841,79.50852,28568.239558485,100804,185004,255441,678258,5909,745302,1572097,91325,13456.5949723,1674424,95,63.82,57.89,113.68,NA
2025-2026,Aug,18,MAHARASHTRA,1826,WARDHA,895812,344.895192841274,38,298,3199.00116856,5096,4,14130,1070414,69388,16279,81076,16099,22.30674,6913.11433806,28038,47488,64492,159221,1385,246480,452293,19226,3691.8064295,452293,91,55.96,55.54,102.76,NA
2025-2026,Aug,18,MAHARASHTRA,1804,RATNAGIRI,256769,325.170169789376,19,162,606.825749652,5918,41,17032,393782,10336,6753,3164,1249,22.27049,1909.557837652,19739,28652,56329,128396,77,263679,488855,22950,1280.461598,186822,98,43.16,36.38,103.4,NA
2025-2026,Aug,18,MAHARASHTRA,1810,PUNE,254882,339.195335841457,24,80,345.512076867,3463,213,19802,462763,14880,9596,42968,23167,2.93,1918.112588867,19199,32572,60479,160525,99,429425,919259,23265,1569.670512,207137,96,38.5,33.92,102.9,NA
2025-2026,Aug,18,MAHARASHTRA,1813,SOLAPUR,770776,300.257798721029,27,249,2325.183023265,3026,55,32671,1424113,56144,16788,15993,2953,6.59747,6607.790838365,51244,88724,110995,253693,1323,640910,1129891,35697,4276.0103451,597010,98,57.54,56.91,114.41,NA
2025-2026,Aug,18,MAHARASHTRA,1817,PARBHANI,2346533,363.945386618626,34,377,5322.550644913,2480,29,48128,3038537,103637,21681,19269,3033,8.9549,16390.120777113,87786,143802,164383,362246,4348,480269,891039,50608,11058.6152322,1272556,93,64.16,59.68,105.17,NA
2025-2026,Aug,18,MAHARASHTRA,1820,Dharashiv,1478284,321.028260216303,31,201,3728.864041841,2439,36,25461,1330447,63278,21827,5112,1244,0,7999.974899041,42910,71792,86190,218505,1216,371227,783388,27900,4271.1108572,567795,84,51.11,50.14,101.32,NA
2025-2026,Aug,18,MAHARASHTRA,1822,BULDHANA,923299,301.798866659104,22,195,2146.232148214,7618,15,38422,1577813,102593,35681,30518,8205,8.3607,6916.414600214,70515,107761,145457,352077,309,556817,1135092,46040,4761.821752,626638,96,41.82,40.21,100,NA
2025-2026,Aug,18,MAHARASHTRA,1826,WARDHA,895812,347.984187322538,38,301,3252.52512856,5255,3,13997,1089319,70756,16292,82813,16134,22.30674,7065.48973806,28341,48063,64667,159638,1430,246546,452450,19252,3790.6578695,460087,91,55.47,55.03,102.71,NA
2025-2026,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3234335,292.214267422218,34,641,3119.323058622,14029,10,29145,3117901,290056,61292,675158,107744,256.37785,12486.652474722,89653,155538,176071,501626,2889,408667,961423,43174,9110.9515661,1616826,86,30,40.24,101.69,NA
2025-2026,Aug,18,MAHARASHTRA,1832,WASHIM,1628351,293.561772139341,32,1029,3186.646949825,6391,6,36086,2338552,150802,24711,65744,9838,36.66003,10088.401673425,71923,118995,116810,268239,1207,327885,637894,42477,6865.0946936,1046766,96,69.39,72.19,100.43,NA
2025-2026,July,18,MAHARASHTRA,1812,SANGLI,259099,302.85973036744,27,57,1188.64665815,2505,39,13012,510695,17630,7805,1184,251,6.37906,2741.71521815,18482,29166,52658,114641,141,335557,592164,15517,1546.6895,210068,93,35.74,33.27,100.29,NA
2025-2026,July,18,MAHARASHTRA,1814,KOLHAPUR,255467,311.00348008961,30,92,1399.043461005,1759,163,13447,757946,39075,19107,991,388,7.39742,3763.679318205,25015,43220,60359,149083,595,398035,725662,15206,2357.2384372,355689,95,54.29,49.69,112.73,NA
2025-2026,July,18,MAHARASHTRA,1822,BULDHANA,825524,314.809448877383,21,169,1793.280386449,5968,21,36995,1292471,82498,35207,25337,8067,8.3607,5870.461918449,61160,93614,142419,344688,218,550164,1124143,42963,4068.820832,516628,96,49.19,47.61,100,NA
2025-2026,July,18,MAHARASHTRA,1826,WARDHA,835473,354.632713001068,37,276,3156.79606446,4492,4,13925,991157,64296,16201,73736,15914,22.30674,6694.06976366,26555,44826,63804,157552,1164,245973,451214,18417,3514.9669592,419277,91,56.17,55.83,102.6,NA
2025-2026,Sep,18,MAHARASHTRA,1805,SINDHUDURG,218657,329.150314120107,22,135,409.986124816,2896,10,14049,343149,6409,2865,846,259,19.00496,1558.46709621601,14943,23667,35135,80161,84,135380,252417,16945,1129.47601140001,146516,95,47.23,41.66,100.69,NA
2025-2026,Sep,18,MAHARASHTRA,1807,DHULE,1342978,296.05180256732,31,589,2326.292504204,6760,33,43253,2276381,76438,18970,479039,100307,10.3222,9075.881688004,73214,125721,129667,354397,2769,620261,1195069,50013,6739.2669838,1010021,95,50.87,50.2,106.14,NA
2025-2026,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,1267594,348.388829782923,36,274,6050.452202192,11646,8,47934,2936891,121234,32015,129330,31582,96.33259,16378.584979092,80691,144127,170225,496615,4160,842735,2064922,59580,10231.8001869,1285406,95,43.07,39.23,107.69,NA
2025-2026,Sep,18,MAHARASHTRA,1812,SANGLI,356947,299.846198138446,30,78,1668.311009625,4757,25,14128,770754,27389,8080,1770,289,7.03592,3986.423495625,24987,39695,56608,123496,374,338103,597951,18885,2311.076566,316564,94,35.4,33.14,101.23,NA
2025-2026,Sep,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,7585717,364.598693047413,37,1157,15423.803662978,12022,11,84281,4181307,117046,28834,68267,14014,85.14953,30753.943867278,110551,202220,259125,686882,6517,747033,1576625,96303,15244.9906743,1864295,95,60.34,53.98,115.36,NA
2025-2026,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3412829,297.590977348379,35,656,3157.882388622,15767,9,28386,3305812,306030,61310,713985,107969,259.7059,13255.386528722,92532,160789,176842,503250,3303,407291,958789,44153,9837.7982401,1698301,86,29.98,39.33,101.94,NA
2025-2026,Sep,18,MAHARASHTRA,1804,RATNAGIRI,285698,327.476315416855,20,169,735.279889652,6612,34,16973,423744,11099,6773,3552,1266,23.01473,2145.955857652,20598,29878,56768,129359,103,263903,489258,23585,1387.661238,200922,98,42.81,36.43,103.57,NA
2025-2026,Sep,18,MAHARASHTRA,1806,NASHIK,1500894,303.512444939585,33,1214,3962.575400718,26858,17,78020,4215188,57827,12954,2050139,271400,175.10105,16931.296608318,124471,218230,235849,655806,2737,961402,1907649,104878,12793.6201576,1851126,94,21.77,19.17,105.4,NA
2025-2026,Sep,18,MAHARASHTRA,1807,DHULE,1342978,295.834311890289,31,589,2326.292504204,6805,32,43384,2288792,77015,18988,481731,100486,10.3222,9107.64676800399,73587,126305,129860,354898,2779,620491,1195401,50189,6771.03206379999,1015574,95,50.69,50.02,106.11,NA
2025-2026,Sep,18,MAHARASHTRA,1827,NAGPUR,1261964,329.716487560606,31,276,3669.207616577,8363,27,16381,1194190,136891,33649,147373,33218,44.71016,7651.359099377,37348,54649,106644,243629,1075,316193,594992,24744,3937.4413228,532341,85,41.94,42.25,103.14,NA
2025-2026,Sep,18,MAHARASHTRA,1828,BHANDARA,3770458,224.397885099744,33,4505,4454.83775818099,12794,9,14205,3743647,413327,58415,265820,32396,47.51654,12903.018991781,111107,182433,186681,447184,4313,315882,671604,26999,8400.6646936,2255017,83,20.73,32.6,102.1,NA
2025-2026,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,3412829,298.322891297772,35,656,3157.882388622,15863,9,28279,3319288,307822,61292,716885,107980,259.7059,13319.784220722,92744,161143,176915,503297,3332,407218,958527,44142,9902.1959321,1704018,86,30.04,39.3,101.97,NA
2025-2026,Sep,18,MAHARASHTRA,1830,GADCHIROLI,2110743,324.929513791438,31,912,5752.318431678,22671,2,13449,2385248,194515,40136,896312,171965,41.45283,13544.145990798,76791,141928,140081,403360,1669,256340,636765,36120,7750.37472912,1143866,88,24.8,28.98,101.93,NA
2025-2026,Sep,18,MAHARASHTRA,1802,THANE,263179,287.400619876655,36,131,375.739294853,3409,21,16450,793061,19192,4398,349293,51678,11.63697,2666.638494853,21753,39335,40884,132377,774,169183,384278,19859,2279.26223,398635,97,15.86,16.04,102.02,NA
